,year,type_of_violence,side_a,side_b,number_of_sources,source_article,source_office,source_date,where_coordinates,latitude,longitude,country,region,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,cluster
41564,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-08-18,Myanmar Resistance Landmines Kill Junta Troops After Attack on Power Line""",The Irrawaddy,2021-08-18,Loikaw township,19.711192,97.295318,Myanmar (Burma),Asia,2021-08-15,2021-08-15,0,0,0,0,0,1,0,0
41566,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-08-20,50 Myanmar Junta Soldiers Killed in Landmine Attacks""",The Irrawaddy,2021-08-20,Gangaw - Kalay highway,22.677301,94.089292,Myanmar (Burma),Asia,2021-08-19,2021-08-19,0,0,0,0,0,20,0,1
41567,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-08-20,50 Myanmar Junta Soldiers Killed in Landmine Attacks""",The Irrawaddy,2021-08-20,Gangaw - Kalay highway,22.677301,94.089292,Myanmar (Burma),Asia,2021-08-18,2021-08-18,0,0,0,0,0,30,0,1
41568,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-08-23,Myanmar Regime Soldiers Commit Arbitrary Killings, Looting During Raids"";""Myanmar Now,2021-08-26,People’s Defence Force fighters in Sagaing ‘kill 26’ in ambushes against junta forces """,The Irrawaddy;Myanmar Now,2021-08-23;2021-08-26,Tamu town,24.216633,94.312156,Myanmar (Burma),Asia,2021-08-23,2021-08-23,0,1,0,0,1,18,1,1
41569,2021,State,Government of Myanmar (Burma),NUG,2,"""Myanmar Now,2021-08-26,People’s Defence Force fighters in Sagaing ‘kill 26’ in ambushes against junta forces "";""The Irrawaddy,2021-08-23,Myanmar Regime Soldiers Commit Arbitrary Killings, Looting During Raids""",Myanmar Now;The Irrawaddy,2021-08-26;2021-08-23,Tamu town,24.216633,94.312156,Myanmar (Burma),Asia,2021-08-22,2021-08-22,0,0,0,0,0,2,0,1
41570,2021,State,Government of Myanmar (Burma),KNPP,1,"""The Irrawaddy,2021-08-23,Myanmar Regime Soldiers Commit Arbitrary Killings, Looting During Raids""",The Irrawaddy,2021-08-23,Bawlakhe township,19.014265,97.261927,Myanmar (Burma),Asia,2021-08-21,2021-08-22,0,0,0,0,0,4,0,0
41572,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-08-24,One civilian killed, four arrested in Magwe Region police raid """,Myanmar Now,2021-08-24,Yesagyo township,21.56003,95.193129,Myanmar (Burma),Asia,2021-08-22,2021-08-22,0,0,1,0,1,1,1,1
41573,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-08-24,Around 30 Myanmar Junta Troops Killed in Magwe Ambush""",The Irrawaddy,2021-08-24,Gangaw - Kalay highway,22.677301,94.089292,Myanmar (Burma),Asia,2021-08-23,2021-08-23,0,0,0,0,0,30,0,1
41688,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-08-26,People’s Defence Force fighters in Sagaing ‘kill 26’ in ambushes against junta forces """,Myanmar Now,2021-08-26,Tamu town,24.216633,94.312156,Myanmar (Burma),Asia,2021-08-24,2021-08-24,0,0,0,0,0,7,0,1
41692,2021,One-Sided,Government of Myanmar (Burma),Civilians,2,"""Myanmar Now,2021-08-27,One man killed, residents flee as junta troops storm Sagaing Region village"";""Myanmar Now,2021-08-31,Six bodies found in Sagaing Region village following military raid""",Myanmar Now;Myanmar Now,2021-08-27;2021-08-31,Kar Paung Kya village,23.104216,95.257823,Myanmar (Burma),Asia,2021-08-26,2021-08-26,0,0,1,0,1,1,1,1
41693,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-08-27,At Least 12 Civilians Killed by Myanmar Junta in Week""",The Irrawaddy,2021-08-27,Yangon town,16.79845,96.150408,Myanmar (Burma),Asia,2021-08-26,2021-08-26,0,0,1,0,1,1,1,3
41694,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-08-27,At Least 12 Civilians Killed by Myanmar Junta in Week""",The Irrawaddy,2021-08-27,Thantlang township,22.549555,93.381218,Myanmar (Burma),Asia,2021-08-25,2021-08-25,0,0,1,0,1,1,1,1
41696,2021,State,Government of Myanmar (Burma),MNDAA,1,"""The Irrawaddy,2021-08-31,15 Myanmar Junta Soldiers Reported Killed in Shan State""",The Irrawaddy,2021-08-31,Shan state,22.0,98.0,Myanmar (Burma),Asia,2021-08-30,2021-08-30,0,0,0,0,0,15,0,2
41701,2021,State,Government of Myanmar (Burma),MNDAA,3,"""The Irrawaddy,2021-08-30,Myanmar Junta Troops Die in Weekend Clashes"";""Myanmar Now,2021-09-01,Kokang rebels have ‘the upper hand’ in fight against junta forces in Shan"";""The Irrawaddy,2021-09-02,Ethnic Armed Group Captures Strategic Hill From Myanmar Junta Forces""",The Irrawaddy;Myanmar Now;The Irrawaddy,2021-08-30;2021-09-01;2021-09-02,Monekoe town,24.099889,98.312316,Myanmar (Burma),Asia,2021-08-28,2021-08-28,5,0,0,0,5,5,5,2
41703,2021,State,Government of Myanmar (Burma),MNDAA,4,"""The Irrawaddy,2021-08-30,Myanmar Junta Troops Die in Weekend Clashes"";""BNI online,2021-08-30,Ta'ang Family Killed By Burma Army Shelling In Muse District"";""Myanmar Now,2021-09-01,Kokang rebels have ‘the upper hand’ in fight against junta forces in Shan"";""Radio Free Asia,2021-09-01,Hundreds Flee During Four Days of Fighting in Myanmar’s Shan State""",The Irrawaddy;BNI online;Myanmar Now;Radio Free Asia,2021-08-30;2021-08-30;2021-09-01;2021-09-01,Monekoe town,24.099889,98.312316,Myanmar (Burma),Asia,2021-08-29,2021-08-29,0,0,4,0,4,4,4,2
41705,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-08-31,Six bodies found in Sagaing Region village following military raid""",Myanmar Now,2021-08-31,Kar Paung Kya village,23.104216,95.257823,Myanmar (Burma),Asia,2021-08-26,2021-08-29,0,0,5,0,5,5,5,1
41706,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-08-29,Civilian shot dead by soldiers occupying Sagaing village """,Myanmar Now,2021-08-29,Kar Paung Kya village,23.104216,95.257823,Myanmar (Burma),Asia,2021-08-27,2021-08-27,0,0,1,0,1,1,1,1
41710,2021,State,Government of Myanmar (Burma),KNPP,1,"""Shan News,2021-09-01,Villagers Concerned About Fighting Escalating In Loikaw Township""",Shan News,2021-09-01,Loikaw township,19.711192,97.295318,Myanmar (Burma),Asia,2021-08-28,2021-08-28,0,0,0,0,0,7,0,0
41713,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-08-31,Myanmar Army Truck Blasted in Yangon; Soldier Injured""",The Irrawaddy,2021-08-31,Yangon town,16.79845,96.150408,Myanmar (Burma),Asia,2021-08-29,2021-08-29,0,0,0,0,0,1,0,3
41714,2021,State,Government of Myanmar (Burma),MNDAA,1,"""Myanmar Now,2021-09-01,Kokang rebels have ‘the upper hand’ in fight against junta forces in Shan""",Myanmar Now,2021-09-01,Shan State (North),22.967835,97.794534,Myanmar (Burma),Asia,2021-08-26,2021-08-26,0,0,0,0,0,4,0,2
41715,2021,State,Government of Myanmar (Burma),MNDAA,2,"""Shan News,2021-09-01,Bodies In Military Uniforms Recovered In Muse District"";""Radio Free Asia,2021-09-01,Tens of Thousands Flee Homes in Magway Region as Junta Troops Pillage""",Shan News;Radio Free Asia,2021-09-01;2021-09-01,Monekoe town,24.099889,98.312316,Myanmar (Burma),Asia,2021-08-26,2021-08-29,17,0,0,0,17,17,17,2
41716,2021,One-Sided,Government of Myanmar (Burma),Civilians,2,"""Myanmar Now,2021-09-02,Unidentified gunmen kill man outside Myingyan home in alleged ‘hit’ intended for his father"";""The Irrawaddy,2021-09-03,Myanmar Junta Soldiers Shoot Dead Pregnant Woman""",Myanmar Now;The Irrawaddy,2021-09-02;2021-09-03,Myingyan township,21.45745,95.391822,Myanmar (Burma),Asia,2021-08-31,2021-08-31,0,0,1,0,1,1,1,1
41718,2021,State,Government of Myanmar (Burma),MNDAA,1,"""The Irrawaddy,2021-09-02,Ethnic Armed Group Captures Strategic Hill From Myanmar Junta Forces""",The Irrawaddy,2021-09-02,Muse district,23.705275,98.034294,Myanmar (Burma),Asia,2021-09-01,2021-09-01,8,0,0,0,8,8,8,2
41721,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-08-13,More Than 1,100 Myanmar Troops Killed in Clashes With Local Militias Over Two Months""",Radio Free Asia,2021-08-13,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-08-12,2021-08-12,0,1,0,1,2,6,1,1
41726,2021,State,Government of Myanmar (Burma),NUG,1,"""Radio Free Asia,2021-09-01,Tens of Thousands Flee Homes in Magway Region as Junta Troops Pillage""",Radio Free Asia,2021-09-01,Wunchon village,21.32517,94.37712,Myanmar (Burma),Asia,2021-08-30,2021-08-30,7,0,0,0,7,7,7,1
41731,2021,State,Government of Myanmar (Burma),KNPP,1,"""Radio Free Asia,2021-08-25,Fighting Seen Intensifying in Myanmar as Junta Deploys Troops to Ethnic Controlled Territories""",Radio Free Asia,2021-08-25,Loikaw township,19.711192,97.295318,Myanmar (Burma),Asia,2021-08-24,2021-08-24,0,0,0,1,1,7,0,0
41732,2021,State,Government of Myanmar (Burma),KNU,1,"""Radio Free Asia,2021-08-25,Fighting Seen Intensifying in Myanmar as Junta Deploys Troops to Ethnic Controlled Territories""",Radio Free Asia,2021-08-25,Kawkareik township,16.537659,98.14844,Myanmar (Burma),Asia,2021-08-22,2021-08-25,5,0,0,0,5,5,5,3
41740,2021,State,Government of Myanmar (Burma),KIO,1,"""Free Burma Rangers,2021-08-16,BURMA ARMY ATTACKS CONTINUE TO UPEND LIFE IN KACHIN AND NORTHERN SHAN STATES: ATTACK COUNTS FOR JUNE AND JULY""",Free Burma Rangers,2021-08-16,Hpakant township,25.679728,96.481155,Myanmar (Burma),Asia,2021-06-15,2021-06-15,2,0,0,0,2,2,2,2
41741,2021,State,Government of Myanmar (Burma),KIO,1,"""Free Burma Rangers,2021-08-16,BURMA ARMY ATTACKS CONTINUE TO UPEND LIFE IN KACHIN AND NORTHERN SHAN STATES: ATTACK COUNTS FOR JUNE AND JULY""",Free Burma Rangers,2021-08-16,Mohnyin township,24.942261,96.313449,Myanmar (Burma),Asia,2021-07-23,2021-07-23,5,0,0,0,5,5,5,2
41743,2021,State,Government of Myanmar (Burma),KIO,1,"""Free Burma Rangers,2021-08-16,BURMA ARMY ATTACKS CONTINUE TO UPEND LIFE IN KACHIN AND NORTHERN SHAN STATES: ATTACK COUNTS FOR JUNE AND JULY""",Free Burma Rangers,2021-08-16,Waingmaw township,25.312833,97.684044,Myanmar (Burma),Asia,2021-07-21,2021-07-21,2,0,0,0,2,2,2,2
41744,2021,State,Government of Myanmar (Burma),MNDAA,1,"""Free Burma Rangers,2021-08-16,BURMA ARMY ATTACKS CONTINUE TO UPEND LIFE IN KACHIN AND NORTHERN SHAN STATES: ATTACK COUNTS FOR JUNE AND JULY""",Free Burma Rangers,2021-08-16,Muse township,23.957135,98.129121,Myanmar (Burma),Asia,2021-07-11,2021-07-11,8,0,0,0,8,8,8,2
41747,2021,State,Government of Myanmar (Burma),KIO,1,"""Free Burma Rangers,2021-08-16,BURMA ARMY ATTACKS CONTINUE TO UPEND LIFE IN KACHIN AND NORTHERN SHAN STATES: ATTACK COUNTS FOR JUNE AND JULY""",Free Burma Rangers,2021-08-16,Kutkai township,23.574375,98.076855,Myanmar (Burma),Asia,2021-07-01,2021-07-01,2,0,0,0,2,2,2,2
41751,2021,State,Government of Myanmar (Burma),NUG,1,"""Frontier Myanmar,2021-08-31,Armed resistance replaces anti-coup protests in Pauk township""",Frontier Myanmar,2021-08-31,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-07-05,2021-07-07,6,1,0,0,7,7,7,1
41755,2021,State,Government of Myanmar (Burma),NUG,1,"""Frontier Myanmar,2021-08-31,Armed resistance replaces anti-coup protests in Pauk township""",Frontier Myanmar,2021-08-31,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-05-30,2021-05-30,1,0,0,0,1,1,1,1
41756,2021,State,Government of Myanmar (Burma),NUG,1,"""Frontier Myanmar,2021-08-31,Armed resistance replaces anti-coup protests in Pauk township""",Frontier Myanmar,2021-08-31,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-05-25,2021-05-25,1,0,0,0,1,1,1,1
41757,2021,State,Government of Myanmar (Burma),NUG,1,"""Frontier Myanmar,2021-08-31,Armed resistance replaces anti-coup protests in Pauk township""",Frontier Myanmar,2021-08-31,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-07-15,2021-07-15,0,0,1,0,1,1,1,1
41760,2021,State,Government of Myanmar (Burma),NUG,1,"""Frontier Myanmar,2021-08-31,Armed resistance replaces anti-coup protests in Pauk township""",Frontier Myanmar,2021-08-31,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-07-18,2021-07-18,0,0,0,1,1,32,0,1
41762,2021,State,Government of Myanmar (Burma),NUG,1,"""Frontier Myanmar,2021-08-31,Armed resistance replaces anti-coup protests in Pauk township""",Frontier Myanmar,2021-08-31,Pauk township,21.361959,94.54755,Myanmar (Burma),Asia,2021-07-19,2021-07-19,0,1,0,1,2,12,1,1
41763,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Frontier Myanmar,2021-08-31,Pauk Township has emerged as a stronghold of armed resistance in Magway Region, with two local militias inflicting dozens of Tatmadaw casualties and preparing for expanded conflict.  """,Frontier Myanmar,2021-08-31,Chaukkan village,21.36069,95.04,Myanmar (Burma),Asia,2021-08-13,2021-08-13,0,0,1,0,1,1,1,1
42325,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-08-03,Junta Massacres 40 People in Myanmar Resistance Stronghold During July""",The Irrawaddy,2021-08-03,Kani township,22.370025,94.788904,Myanmar (Burma),Asia,2021-07-26,2021-07-30,0,0,0,12,12,12,12,1
42328,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-09-02,Dozens of junta soldiers killed in Karenni territory in recent weeks, resistance forces say""",Myanmar Now,2021-09-02,Pekon town,19.849185,96.999917,Myanmar (Burma),Asia,2021-08-02,2021-08-02,2,0,0,0,2,2,2,0
42332,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Human Rights Watch,2021-07-31,Myanmar: Coup Leads to Crimes Against Humanity""",Human Rights Watch,2021-07-31,Mayangone township,16.861651,96.147262,Myanmar (Burma),Asia,2021-03-17,2021-03-17,0,0,1,0,1,1,1,3
42438,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-09-03,Local resistance forces strike military column in Naypyitaw""",Myanmar Now,2021-09-03,Pyinmana township,19.7381,96.20742,Myanmar (Burma),Asia,2021-09-01,2021-09-01,0,0,0,1,1,11,0,0
42439,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-09-03,Myanmar Junta Soldiers Shoot Dead Pregnant Woman""",The Irrawaddy,2021-09-03,Paung township,16.6395,97.411566,Myanmar (Burma),Asia,2021-09-01,2021-09-01,0,0,1,0,1,1,1,3
42440,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""The Irrawaddy,2021-09-03,Myanmar Junta Soldiers Shoot Dead Pregnant Woman""",The Irrawaddy,2021-09-03,Myitkyina township,25.542058,97.305879,Myanmar (Burma),Asia,2021-08-31,2021-08-31,0,0,1,0,1,1,1,2
42492,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-06,11 Myanmar Junta Soldiers Killed in Weekend Clashes""",The Irrawaddy,2021-09-06,Amarapura township,21.904971,96.048456,Myanmar (Burma),Asia,2021-09-05,2021-09-05,2,0,0,0,2,2,2,1
42493,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-06,11 Myanmar Junta Soldiers Killed in Weekend Clashes""",The Irrawaddy,2021-09-06,Hakha township,22.404221,93.800123,Myanmar (Burma),Asia,2021-09-04,2021-09-04,1,0,0,0,1,1,0,1
42494,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-06,11 Myanmar Junta Soldiers Killed in Weekend Clashes""",The Irrawaddy,2021-09-06,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-09-03,2021-09-04,0,0,0,1,1,8,0,1
42495,2021,One-Sided,Government of Myanmar (Burma),Civilians,1,"""Myanmar Now,2021-09-06,Junta troops kill and rob civilians as they face heavy losses against the KNU""",Myanmar Now,2021-09-06,Hpapun district,18.064,97.445,Myanmar (Burma),Asia,2021-08-14,2021-08-14,0,0,2,0,2,2,2,0
42501,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-09,Junta Troops Killed Across Myanmar as Resistance Steps up Operations""",The Irrawaddy,2021-09-09,Monywa township,22.147711,95.190864,Myanmar (Burma),Asia,2021-09-09,2021-09-09,1,0,0,0,1,1,1,1
42503,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-09,Junta Troops Killed Across Myanmar as Resistance Steps up Operations""",The Irrawaddy,2021-09-09,Gangaw - Kalay highway,22.677301,94.089292,Myanmar (Burma),Asia,2021-09-08,2021-09-08,0,0,0,0,0,1,0,1
42506,2021,State,Government of Myanmar (Burma),NUG,3,"""The Irrawaddy,2021-09-09,Junta Troops Killed Across Myanmar as Resistance Steps up Operations"";""Myanmar Now,2021-09-09,PDF fighters ‘kill 22’ soldiers and capture three police officers during clashes in central Myanmar"";""Myanmar Now,2021-09-08,Military occupies Sagaing village after clash with Myaung Township PDF """,The Irrawaddy;Myanmar Now;Myanmar Now,2021-09-09;2021-09-09;2021-09-08,Myit Sone village,21.65977,95.30809,Myanmar (Burma),Asia,2021-09-08,2021-09-08,0,0,0,1,1,9,0,1
42510,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-09-09,Junta Troops Killed Across Myanmar as Resistance Steps up Operations"";""Myanmar Now,2021-09-09,PDF fighters ‘kill 22’ soldiers and capture three police officers during clashes in central Myanmar""",The Irrawaddy;Myanmar Now,2021-09-09;2021-09-09,Kyauk Yit village,21.71892,95.29385,Myanmar (Burma),Asia,2021-09-08,2021-09-08,0,0,0,1,1,3,0,1
42513,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-09,Junta Troops Killed Across Myanmar as Resistance Steps up Operations""",The Irrawaddy,2021-09-09,Pekon township,19.754429,97.014054,Myanmar (Burma),Asia,2021-09-08,2021-09-08,0,0,0,3,3,7,2,0
42514,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-09,Junta Troops Killed Across Myanmar as Resistance Steps up Operations""",The Irrawaddy,2021-09-09,Gangaw township,22.279096,94.151406,Myanmar (Burma),Asia,2021-09-07,2021-09-07,0,0,0,0,0,9,0,1
42519,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-09-09,PDF fighters ‘kill 22’ soldiers and capture three police officers during clashes in central Myanmar""",Myanmar Now,2021-09-09,Between Yesagyo and Myaung townships,21.699683,95.256989,Myanmar (Burma),Asia,2021-09-09,2021-09-09,0,0,0,0,0,10,0,1
42526,2021,State,Government of Myanmar (Burma),KNPP,1,"""Myanmar Now,2021-09-08,Resistance coalition attacks police station in Karenni State""",Myanmar Now,2021-09-08,Demoso township,19.531482,97.046837,Myanmar (Burma),Asia,2021-09-07,2021-09-07,0,0,0,0,0,2,0,0
42527,2021,State,Government of Myanmar (Burma),KNPP,1,"""Myanmar Now,2021-09-08,Resistance coalition attacks police station in Karenni State""",Myanmar Now,2021-09-08,San Pya Chauk Maing village,19.597313,97.211902,Myanmar (Burma),Asia,2021-09-07,2021-09-07,0,0,0,0,0,2,0,0
42528,2021,State,Government of Myanmar (Burma),KNPP,1,"""Myanmar Now,2021-09-08,Resistance coalition attacks police station in Karenni State""",Myanmar Now,2021-09-08,Daw Poe Si village,19.62286,97.206,Myanmar (Burma),Asia,2021-09-07,2021-09-07,0,0,0,0,0,2,0,0
42537,2021,State,Government of Myanmar (Burma),NUG,4,"""The Irrawaddy,2021-09-10,Junta Troops Killed in Civilian Attacks Across Myanmar"";""Myanmar Now,2021-09-10,Two junta soldiers, including a major, killed in Sanchaung bomb attack "";""Reuters News,2021-09-10,Deadly unrest reported in Myanmar after opposition urges 'defensive war'"";""International Crisis Group,2021-10-20,The Deadly Stalemate in Post-coup Myanmar""",The Irrawaddy;Myanmar Now;Reuters News;International Crisis Group,2021-09-10;2021-09-10;2021-09-10;2021-10-20,Sanchaung township,16.805255,96.131507,Myanmar (Burma),Asia,2021-09-09,2021-09-09,3,0,0,0,3,3,3,3
42539,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-10,Junta Troops Killed in Civilian Attacks Across Myanmar""",The Irrawaddy,2021-09-10,Kyaukhtu town,21.411677,94.132761,Myanmar (Burma),Asia,2021-09-09,2021-09-09,0,0,0,0,0,15,0,1
42540,2021,State,Government of Myanmar (Burma),NUG,8,"""The Irrawaddy,2021-09-10,Junta Troops Killed in Civilian Attacks Across Myanmar"";""Myanmar Now,2021-09-13,At least 18 locals, including unarmed civilians, killed in Magway Region "";""Myanmar Now,2021-09-14,Soldiers burn down another 14 houses in Hnan Khar village "";""Agence France Presse,2021-09-10,Myanmar junta troops clash with 'self defence' forces"";""Crisis Watch,2021-10-01,Myanmar SEPTEMBER 2021"";""Radio Free Asia,2021-09-17,Myanmar Troops Massacre 24 in Village Attacks in Magway"";""The Irrawaddy,2021-09-21,Locals Describe Myanmar Military Massacre of Yaw Villagers"";""International Crisis Group,2021-10-20,The Deadly Stalemate in Post-coup Myanmar""",The Irrawaddy;Myanmar Now;Myanmar Now;Agence France Presse;Crisis Watch;Radio Free Asia;The Irrawaddy;International Crisis Group,2021-09-10;2021-09-13;2021-09-14;2021-09-10;2021-10-01;2021-09-17;2021-09-21;2021-10-20,Myintha village,22.597965,94.130599,Myanmar (Burma),Asia,2021-09-09,2021-09-09,0,13,3,1,17,17,16,1
42541,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-10,Junta Troops Killed in Civilian Attacks Across Myanmar""",The Irrawaddy,2021-09-10,Nan Hpe village,19.17006,97.23966,Myanmar (Burma),Asia,2021-09-09,2021-09-09,0,0,1,0,1,1,1,0
42542,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-10,Junta Troops Killed in Civilian Attacks Across Myanmar""",The Irrawaddy,2021-09-10,Launglon township,13.924376,98.163883,Myanmar (Burma),Asia,2021-09-10,2021-09-10,0,0,0,0,0,2,0,3
42544,2021,One-Sided,Government of Myanmar (Burma),Civilians,2,"""Myanmar Now,2021-09-10,Three local men found tortured, murdered after junta raid on Kalay Township village"";""The Irrawaddy,2021-09-09,Junta Troops Killed Across Myanmar as Resistance Steps up Operations""",Myanmar Now;The Irrawaddy,2021-09-10;2021-09-09,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-09-07,2021-09-07,0,0,3,0,3,3,3,1
42545,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-09-10,Three local men found tortured, murdered after junta raid on Kalay Township village""",Myanmar Now,2021-09-10,Kalay township,23.173189,94.145293,Myanmar (Burma),Asia,2021-09-08,2021-09-08,0,0,0,0,0,10,0,1
42546,2021,State,Government of Myanmar (Burma),NUG,3,"""Myanmar Now,2021-09-11,Two junta soldiers reportedly killed in Chin State battle"";""Myanmar Now,2021-09-13,Chin rebel groups team up to capture military outpost near Indian border "";""Myanmar Now,2021-09-28,New fighting breaks out in Chin State’s Thantlang""",Myanmar Now;Myanmar Now;Myanmar Now,2021-09-11;2021-09-13;2021-09-28,Thantlang township,22.549555,93.381218,Myanmar (Burma),Asia,2021-09-09,2021-09-09,0,0,0,0,0,2,0,1
42547,2021,State,Government of Myanmar (Burma),NUG,1,"""The Irrawaddy,2021-09-13,Nearly 50 Myanmar Junta Forces Killed in Two Raids by Civilian Fighters in Chin, Magwe""",The Irrawaddy,2021-09-13,Minywar village,22.0229,94.09206,Myanmar (Burma),Asia,2021-09-12,2021-09-12,0,0,0,1,1,35,0,1
42548,2021,One-Sided,Government of Myanmar (Burma),Civilians,2,"""The Irrawaddy,2021-09-13,Myanmar Junta Kills At Least 12 Civilians Over Weekend"";""Myanmar Now,2021-09-14,Junta troops shoot two brothers dead in Magway Region""",The Irrawaddy;Myanmar Now,2021-09-13;2021-09-14,Taungdwingyi township,19.816955,95.602036,Myanmar (Burma),Asia,2021-09-12,2021-09-12,0,0,2,0,2,2,2,0
42549,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-09-13,Myanmar Junta Kills At Least 12 Civilians Over Weekend"";""Myanmar Now,2021-09-14,Soldiers burn down another 14 houses in Hnan Khar village """,The Irrawaddy;Myanmar Now,2021-09-13;2021-09-14,Gangaw township,22.279096,94.151406,Myanmar (Burma),Asia,2021-09-12,2021-09-12,0,1,1,0,2,2,2,1
42550,2021,State,Government of Myanmar (Burma),NUG,2,"""The Irrawaddy,2021-09-16,Boy, 13, Among Three Villagers Killed by Myanmar Junta Troops in Raid in Magwe"";""The Irrawaddy,2021-09-13,Myanmar Junta Kills At Least 12 Civilians Over Weekend""",The Irrawaddy;The Irrawaddy,2021-09-16;2021-09-13,Myaung township,21.793826,95.343868,Myanmar (Burma),Asia,2021-09-11,2021-09-11,0,0,7,0,7,7,7,1
42551,2021,State,Government of Myanmar (Burma),MNDAA,1,"""BNI online,2021-09-14,MNDAA And TNLA Attack Civilian Vehicle In Northern Shan State""",BNI online,2021-09-14,Lon Hkan village,22.531783,96.479359,Myanmar (Burma),Asia,2021-09-10,2021-09-10,0,0,1,0,1,1,1,1
42564,2021,State,Government of Myanmar (Burma),NUG,2,"""Myanmar Now,2021-09-13,At least 18 locals, including unarmed civilians, killed in Magway Region "";""Myanmar Now,2021-09-14,Soldiers burn down another 14 houses in Hnan Khar village """,Myanmar Now;Myanmar Now,2021-09-13;2021-09-14,Hnan Khar village,22.531636,94.065204,Myanmar (Burma),Asia,2021-09-10,2021-09-10,0,0,0,1,1,15,0,1
42565,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-09-08,Two junta troops allegedly killed in grenade attack on battalion in Mandalay""",Myanmar Now,2021-09-08,Mandalay town,22.0,96.083333,Myanmar (Burma),Asia,2021-09-07,2021-09-07,2,0,0,0,2,2,2,1
42566,2021,State,Government of Myanmar (Burma),KNPP,1,"""Myanmar Now,2021-09-14,Two Karenni resistance fighters killed in attack on military outpost""",Myanmar Now,2021-09-14,Ka Dar Lar village,19.48675,97.14581,Myanmar (Burma),Asia,2021-09-14,2021-09-14,0,2,0,0,2,2,2,0
42567,2021,State,Government of Myanmar (Burma),NUG,1,"""Myanmar Now,2021-09-15,Police officer killed in Naypyitaw attack, PDF claims """,Myanmar Now,2021-09-15,Lewe township,19.629685,96.132093,Myanmar (Burma),Asia,2021-09-14,2021-09-14,0,0,0,1,1,1,0,0
42569,2021,State,Government of Myanmar (Burma),NUG,2,"""Myanmar Now,2021-09-15,Fighting in southern Chin enters second day after column of junta soldiers ambushed "";""The Irrawaddy,2021-09-17,Dozens of Junta Troops Killed in Attacks by Civilian PDF Units""",Myanmar Now;The Irrawaddy,2021-09-15;2021-09-17,Kanpetlet town,21.190374,94.057217,Myanmar (Burma),Asia,2021-09-14,2021-09-14,0,0,0,0,0,10,0,1
