,Perpetrator ,Total number of attacks on facilities which reported damage,Total health worker killed,Attack date,Health transportation destroyed,Country,Total health worker arrested ,Health transportation damaged,Health transportation stolen/highjacked,Total health worker kidnapped,Total health worker injured,Total number of attacks on facilities which reported destruction
2804,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2805,StateForces,0.0,0.0,2020-02,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2806,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2807,NoInformation,0.0,0.0,2020-02,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2808,StateForces,0.0,0.0,2020-02,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2809,StateForces,1.0,0.0,2020-02,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2810,StateForces,0.0,0.0,2020-04,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2811,NoInformation,1.0,0.0,2020-04,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2812,NoInformation,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2813,NoInformation,0.0,2.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2814,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2815,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2816,NoInformation,0.0,1.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2817,NoInformation,0.0,0.0,2020-05,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2818,NonStateActor,0.0,0.0,2020-05,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0
2819,NoInformation,0.0,0.0,2020-06,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2820,NoInformation,0.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2821,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2822,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2823,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2824,Civilian,0.0,0.0,2020-06,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2825,NoInformation,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,1.0,0.0
2826,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2827,NoInformation,0.0,0.0,2020-06,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0
2828,NoInformation,0.0,1.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,1.0,0.0
2829,Multiple,0.0,0.0,2020-06,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2830,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2831,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2832,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2833,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2834,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2835,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2836,NoInformation,1.0,0.0,2020-10,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2837,Civilian,0.0,0.0,2020-07,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2838,NonStateActor,0.0,0.0,2020-08,0.0,Syria,0.0,0.0,0.0,0.0,1.0,0.0
2839,Civilian,0.0,0.0,2020-08,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2840,NonStateActor,0.0,0.0,2020-08,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0
2841,NonStateActor,0.0,0.0,2020-08,0.0,Syria,1.0,0.0,0.0,0.0,0.0,0.0
2842,NoInformation,0.0,0.0,2020-08,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2843,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2844,NonStateActor,0.0,0.0,2020-09,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2845,NonStateActor,0.0,0.0,2020-09,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2846,Multiple,0.0,0.0,2020-06,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2847,Civilian,0.0,0.0,2020-12,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2848,NonStateActor,0.0,0.0,2020-12,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0
2849,NonStateActor,0.0,0.0,2020-12,0.0,Syria,0.0,0.0,0.0,0.0,1.0,0.0
2850,NoInformation,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2851,NoInformation,0.0,0.0,2020-10,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2852,NoInformation,0.0,0.0,2020-10,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2853,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2854,NoInformation,0.0,2.0,2020-10,0.0,Somalia,0.0,0.0,0.0,0.0,0.0,0.0
2855,NoInformation,0.0,4.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,1.0,0.0
2856,NonStateActor,0.0,0.0,2020-12,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
2857,NoInformation,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2858,NoInformation,1.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2859,NoInformation,0.0,0.0,2020-11,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2860,NonStateActor,0.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2861,NonStateActor,1.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2862,NonStateActor,0.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2863,NoInformation,1.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2864,NonStateActor,1.0,0.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2865,NonStateActor,2.0,0.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2866,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
2867,NonStateActor,0.0,1.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2868,NoInformation,0.0,0.0,2020-11,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2869,NoInformation,0.0,1.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2870,NonStateActor,0.0,0.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0
2871,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0
2872,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
2873,NonStateActor,0.0,0.0,2020-03,1.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2874,NoInformation,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2875,StateForces,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2876,NoInformation,1.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2877,Multiple,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2878,NoInformation,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2879,NoInformation,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2880,NoInformation,0.0,0.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2881,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2882,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2883,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,2.0,0.0,0.0
2884,NoInformation,1.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2885,NoInformation,0.0,0.0,2020-11,0.0,Burkina Faso,0.0,0.0,1.0,1.0,0.0,0.0
2886,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2887,NoInformation,0.0,0.0,2020-11,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2888,StateForces,1.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2889,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0
2890,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2891,NonStateActor,0.0,0.0,2020-03,0.0,Yemen,0.0,0.0,9.0,0.0,0.0,0.0
2892,StateForces,0.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,2.0
2893,StateForces,2.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2894,NoInformation,0.0,2.0,2020-09,0.0,Libya,0.0,0.0,0.0,0.0,5.0,0.0
2895,NoInformation,0.0,0.0,2020-01,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2896,NoInformation,1.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2897,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
2898,NonStateActor,0.0,0.0,2020-08,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2899,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2900,NonStateActor,0.0,0.0,2020-10,0.0,Libya,0.0,0.0,0.0,0.0,0.0,1.0
2901,NoInformation,0.0,0.0,2020-01,0.0,Libya,0.0,0.0,0.0,0.0,2.0,0.0
2902,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2903,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2904,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2905,NoInformation,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2906,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
2907,NoInformation,1.0,0.0,2020-10,0.0,Afghanistan,0.0,1.0,0.0,0.0,0.0,0.0
2908,NoInformation,0.0,0.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2909,NonStateActor,1.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2910,NonStateActor,0.0,1.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2911,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
2912,NoInformation,0.0,0.0,2020-11,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
2913,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2914,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2915,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2916,NoInformation,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2917,NoInformation,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2918,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2919,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2920,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2921,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2922,NoInformation,0.0,1.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2923,NoInformation,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2924,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2925,NonStateActor,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2926,NoInformation,1.0,0.0,2020-12,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2927,NoInformation,1.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2928,NoInformation,0.0,0.0,2020-06,0.0,Afghanistan,7.0,0.0,0.0,0.0,0.0,0.0
2929,NonStateActor,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2930,StateForces,0.0,1.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2931,NonStateActor,0.0,0.0,2020-07,0.0,Yemen,0.0,1.0,0.0,0.0,0.0,0.0
2932,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2933,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
2934,NonStateActor,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2935,NonStateActor,0.0,1.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2936,NoInformation,1.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2937,NoInformation,0.0,0.0,2020-12,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
2938,NonStateActor,0.0,0.0,2020-07,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2939,NoInformation,0.0,0.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2940,NoInformation,1.0,0.0,2020-07,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2941,Multiple,0.0,0.0,2020-07,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2942,NonStateActor,0.0,1.0,2020-08,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2943,NonStateActor,0.0,0.0,2020-08,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0
2944,NoInformation,0.0,0.0,2020-09,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,1.0
2945,NonStateActor,0.0,0.0,2020-10,0.0,Yemen,1.0,0.0,0.0,0.0,0.0,0.0
2946,NonStateActor,0.0,0.0,2020-09,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2947,NonStateActor,0.0,1.0,2020-10,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2948,NoInformation,0.0,0.0,2020-10,0.0,Yemen,0.0,0.0,0.0,0.0,1.0,0.0
2949,NonStateActor,0.0,0.0,2020-11,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2950,StateForces,0.0,0.0,2020-11,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2951,NoInformation,1.0,0.0,2020-10,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2952,NonStateActor,1.0,0.0,2020-11,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2953,NonStateActor,0.0,3.0,2020-12,0.0,Yemen,0.0,0.0,0.0,0.0,3.0,0.0
2954,NoInformation,0.0,0.0,2020-01,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2955,NonStateActor,0.0,0.0,2020-03,0.0,Afghanistan,0.0,0.0,0.0,5.0,0.0,0.0
2956,NonStateActor,0.0,1.0,2020-02,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,1.0
2957,StateForces,0.0,0.0,2020-02,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2958,StateForces,0.0,0.0,2020-02,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2959,StateForces,1.0,0.0,2020-03,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
2960,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
2961,NoInformation,0.0,1.0,2020-04,0.0,Myanmar,0.0,1.0,0.0,0.0,1.0,0.0
2962,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
2963,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
2964,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
2965,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
2966,StateForces,0.0,0.0,2020-04,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
2967,StateForces,0.0,0.0,2020-05,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2968,StateForces,0.0,0.0,2020-05,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2969,NonStateActor,0.0,0.0,2020-05,0.0,Myanmar,0.0,0.0,0.0,2.0,0.0,0.0
2970,StateForces,0.0,0.0,2020-06,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2971,StateForces,0.0,0.0,2020-06,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2972,StateForces,0.0,0.0,2020-06,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2973,StateForces,0.0,0.0,2020-08,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,1.0
2974,StateForces,0.0,0.0,2020-09,0.0,Azerbaijan,0.0,1.0,0.0,0.0,1.0,0.0
2975,StateForces,1.0,0.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2976,StateForces,1.0,0.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,1.0,0.0
2977,StateForces,1.0,0.0,2020-11,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2978,StateForces,1.0,0.0,2020-09,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2979,StateForces,1.0,0.0,2020-09,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2980,StateForces,1.0,0.0,2020-09,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2981,NonStateActor,0.0,0.0,2020-05,0.0,Mozambique,0.0,0.0,0.0,0.0,0.0,1.0
2982,State Actor,0.0,0.0,2021-05-24 00:00:00,0.0,Algeria,1.0,0.0,0.0,0.0,0.0,0.0
2983,"Opposition Group, ",0.0,0.0,2021-09-20 00:00:00,0.0,Bangladesh,0.0,0.0,0.0,1.0,0.0,0.0
2984,State Actor,0.0,0.0,2021-10-01 00:00:00,0.0,Belarus,0.0,0.0,0.0,0.0,0.0,0.0
2985,"Opposition Group, ",0.0,1.0,2021-02-23 00:00:00,0.0,Brazil,0.0,0.0,0.0,0.0,0.0,0.0
2986,"Opposition Group, ",0.0,0.0,2021-04-05 00:00:00,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,0.0
2987,"Opposition Group, ",0.0,0.0,2021-07-27 00:00:00,0.0,Burundi,0.0,0.0,0.0,1.0,0.0,0.0
2988,State Actor,0.0,0.0,2021-07-28 00:00:00,0.0,Burundi,0.0,0.0,0.0,1.0,0.0,0.0
2989,"Opposition Group, ",0.0,0.0,2021-02-04 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,1.0,0.0
2990,"Opposition Group, ",0.0,0.0,2021-04-07 00:00:00,0.0,Cameroon,0.0,0.0,0.0,3.0,0.0,0.0
2991,State Actor,0.0,0.0,2021-08-03 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2992,State Actor,0.0,0.0,2021-11-02 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2993,State Actor,0.0,0.0,2021-11-14 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2994,State Actor,0.0,0.0,2021-12-26 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2995,State Actor,0.0,0.0,2021-04-20 00:00:00,0.0,Chechnya,0.0,0.0,0.0,0.0,0.0,0.0
2996,"Opposition Group, ",0.0,0.0,2021-04-13 00:00:00,0.0,Chile,0.0,0.0,0.0,0.0,0.0,0.0
2997,State Actor,0.0,0.0,2021-01-06 00:00:00,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0
2998,"Opposition Group, ",0.0,0.0,2021-02-19 00:00:00,0.0,Colombia,0.0,0.0,0.0,2.0,0.0,0.0
2999,"Opposition Group, ",0.0,1.0,2021-04-13 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0
3000,State Actor,0.0,0.0,2021-05-05 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0
3001,"Opposition Group, ",0.0,0.0,2021-05-09 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,2.0,0.0
3002,"Opposition Group, ",0.0,2.0,2021-05-12 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0
3003,"Opposition Group, ",0.0,1.0,2021-07-03 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0
3004,"Opposition Group, ",0.0,0.0,2021-09-04 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0
3005,"No Information, ",0.0,0.0,2021-11-25 00:00:00,0.0,Colombia,0.0,0.0,0.0,0.0,0.0,0.0
3006,State Actor,0.0,0.0,2021-05-18 00:00:00,0.0,Egypt,1.0,0.0,0.0,0.0,0.0,0.0
3007,"Opposition Group, ",0.0,0.0,2021-12-12 00:00:00,0.0,Egypt,0.0,0.0,0.0,0.0,0.0,0.0
3008,"Opposition Group, ",1.0,0.0,2021-12-24 00:00:00,0.0,Egypt,0.0,0.0,0.0,0.0,0.0,0.0
3009,"Opposition Group, ",0.0,0.0,2021-01-31 00:00:00,0.0,El Salvador,0.0,0.0,0.0,0.0,2.0,0.0
3010,"No Information, ",0.0,0.0,2021-09-02 00:00:00,0.0,Honduras,0.0,0.0,0.0,0.0,0.0,0.0
3011,"Opposition Group, ",0.0,1.0,2021-10-05 00:00:00,0.0,India,0.0,0.0,0.0,0.0,0.0,0.0
3012,State Actor,0.0,0.0,2021-02-15 00:00:00,0.0,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0
3013,"Opposition Group, ",0.0,1.0,2021-09-13 00:00:00,0.0,Indonesia,0.0,0.0,0.0,0.0,3.0,1.0
3014,"Opposition Group, ",0.0,0.0,2021-02-05 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,1.0,0.0
3015,"Opposition Group, ",0.0,0.0,2021-07-17 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0
3016,"Opposition Group, ",0.0,0.0,2021-07-17 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0
3017,State Actor,0.0,4.0,2021-08-17 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,1.0
3018,"No Information, ",1.0,0.0,2021-10-31 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0
3019,"Opposition Group, ",1.0,0.0,2021-12-10 00:00:00,0.0,Iraq,0.0,0.0,0.0,0.0,0.0,0.0
3020,State Actor,0.0,0.0,2021-05-01 00:00:00,0.0,Kenya,0.0,0.0,0.0,0.0,0.0,0.0
3021,State Actor,0.0,0.0,2021-04-01 00:00:00,0.0,Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,1.0
3022,"Opposition Group, ",0.0,0.0,2021-06-22 00:00:00,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
3023,State Actor,0.0,0.0,2021-06-22 00:00:00,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
3024,"Opposition Group, ",0.0,0.0,2021-09-05 00:00:00,0.0,Libya,2.0,0.0,0.0,0.0,0.0,0.0
3025,"Opposition Group, ",0.0,0.0,2021-09-09 00:00:00,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
3026,"Opposition Group, ",1.0,0.0,2021-09-08 00:00:00,0.0,Macedonia,0.0,0.0,0.0,0.0,0.0,0.0
3027,State Actor,0.0,0.0,2021-04-22 00:00:00,0.0,Malawi,0.0,0.0,0.0,0.0,0.0,0.0
3028,"Opposition Group, ",0.0,0.0,2021-01-20 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,1.0,0.0
3029,"Opposition Group, ",0.0,1.0,2021-01-28 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3030,"Opposition Group, ",0.0,0.0,2021-02-20 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3031,"Opposition Group, ",0.0,0.0,2021-05-03 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3032,"Opposition Group, ",0.0,0.0,2021-05-10 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3033,"Opposition Group, ",0.0,1.0,2021-05-10 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3034,"Opposition Group, ",0.0,0.0,2021-05-10 00:00:00,0.0,Mexico,0.0,0.0,0.0,1.0,0.0,0.0
3035,"Opposition Group, ",0.0,0.0,2021-06-19 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3036,"Opposition Group, ",0.0,2.0,2021-06-30 00:00:00,0.0,Mexico,0.0,1.0,0.0,0.0,0.0,0.0
3037,"Opposition Group, ",0.0,0.0,2021-07-02 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3038,"Opposition Group, ",0.0,1.0,2021-07-11 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3039,"Opposition Group, ",0.0,1.0,2021-07-14 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
3040,"Opposition Group, ",0.0,0.0,2021-10-07 00:00:00,0.0,Mexico,0.0,0.0,0.0,0.0,1.0,0.0
3041,"Opposition Group, ",0.0,0.0,2021-11-27 00:00:00,0.0,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0
3042,"No Information, ",0.0,0.0,2021-12-03 00:00:00,0.0,Mozambique,0.0,0.0,0.0,2.0,0.0,0.0
